========================================================================
LOG: verify_migration
STARTED: Tue Apr 15 16:08:17 MDT 2025
USER: patricksmith
PID: 54679
========================================================================

[2025-04-15 16:08:17] [INFO] Starting script: verify_migration
[2025-04-15 16:08:17] [INFO] Description: Migration Verification
[2025-04-15 16:08:17] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop
[2025-04-15 16:08:17] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities
[2025-04-15 16:08:17] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities/scripts
[2025-04-15 16:08:17] [INFO] Starting migration verification...
[2025-04-15 16:08:17] [INFO] Checking for unmigrated content...
[2025-04-15 16:08:17] [INFO] Creating inventory of original markdown files...
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/2025/04_april/2025-04-06-jenkins-john-raiders-defensive-tackle.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/2025/04_april/2025-04-06-smith-roquan-ravens-linebacker.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/2025/04_april/2025-04-06-oconnell-aidan-raiders-quarterback.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/2025/04_april/2025-04-06-johnson-jaylen-bears-safety.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/2025/04_april/johnson-jaylen-bears-safety.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/2025/04_april/smith-roquan-ravens-linebacker.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/2025/04_april/oconnell-aidan-raiders-quarterback.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/jenkins-john-raiders-defensive-tackle.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/smith-roquan-advisory-preferences.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/smith-roquan.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/README.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/johnson-jaylen-bears-safety.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/harris-chris-post-career-advisory-needs.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/smith-roquan-ravens-linebacker.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/active/oconnell-aidan-raiders-quarterback.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/former/README.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/players/oconnell-aidan-raiders.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/nelson-daryl.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/lynn-nicole.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/conner-kevin.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/agents/2025/04_april/lynn-nicole-klutch-agent.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/agents/2025/04_april/conner-kevin-universal-agent.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/agents/lynn-nicole.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/agents/conner-kevin.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/agents/README.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/Athlete
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/README.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/-.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/campbell-lamar.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/2025/04_april/nelson-daryl-financial-advisor.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/2025/04_april/campbell-lamar-financial-advisor.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/nelson-daryl.md
[2025-04-15 16:08:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/agents/README.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/agents/lynn-nicole.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/agents/conner-kevin.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/agents/README.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/team-personnel/player-development/campbell-lamar.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/team-personnel/player-development/nelson-daryl.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/team-personnel/.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/README.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/johnson-jaylen-bears-safety.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/INTERVIEW-GUIDE.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/smith-roquan-ravens-linebacker.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/oconnell-aidan-raiders-quarterback.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/revenue-model.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/README.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/competitive-positioning.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/service-offerings.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/key-project-areas.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/mckinsey-analysis.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/working-sessions.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/README.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/key-hypotheses.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/business-model-framework.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/README.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/research-roadmap.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/competitive-positioning.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/calls/call-list.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/calls/tonight-guide.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/calls/conversation-guide.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/calls/README.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/competitor-research.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/call-list.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/interview-pipeline.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/service-development.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/tonight-guide.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/task-guidelines.md
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:08:21] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/conversation-guide.md
[2025-04-15 16:08:22] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/tasks-dashboard.md
[2025-04-15 16:08:22] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/README.md
[2025-04-15 16:08:22] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/kanban/competitor-research.md
[2025-04-15 16:08:22] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/kanban/interview-pipeline.md
[2025-04-15 16:08:22] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/kanban/service-development.md
[2025-04-15 16:08:22] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/kanban/README.md
[2025-04-15 16:08:22] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/meetings/README.md
[2025-04-15 16:08:22] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/project-plan/README.md
