========================================================================
LOG: verify_migration
STARTED: Tue Apr 15 16:19:15 MDT 2025
USER: patricksmith
PID: 80205
========================================================================

[2025-04-15 16:19:15] [INFO] Starting script: verify_migration
[2025-04-15 16:19:15] [INFO] Description: Migration Verification
[2025-04-15 16:19:15] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop
[2025-04-15 16:19:15] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities
[2025-04-15 16:19:15] [INFO] Validated directory: /Users/patricksmith/obsidian/acupcakeshop/_utilities/scripts
[2025-04-15 16:19:15] [INFO] Starting migration verification...
[2025-04-15 16:19:15] [INFO] Checking for unmigrated content...
[2025-04-15 16:19:15] [INFO] Creating inventory of original markdown files...
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/agents/README.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/team-personnel/player-development/campbell-lamar.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/team-personnel/player-development/nelson-daryl.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/by-role/team-personnel/.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/industry-professionals/README.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/johnson-jaylen-bears-safety.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/INTERVIEW-GUIDE.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/smith-roquan-ravens-linebacker.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/interviews/oconnell-aidan-raiders-quarterback.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/revenue-model.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/README.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/competitive-positioning.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model/service-offerings.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/key-project-areas.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/mckinsey-analysis.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/working-sessions.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/README.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/key-hypotheses.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/business-model-framework.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/planning/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/business-model.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/README.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/research-roadmap.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/competitive-positioning.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/calls/call-list.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/calls/tonight-guide.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/calls/conversation-guide.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/calls/README.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/competitor-research.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/call-list.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/interview-pipeline.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/service-development.md
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:19:19] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/tonight-guide.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/task-guidelines.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/Athlete
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/conversation-guide.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/tasks-dashboard.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/README.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/kanban/competitor-research.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/kanban/interview-pipeline.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/kanban/service-development.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/kanban/README.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/meetings/README.md
[2025-04-15 16:19:20] [WARNING] Found 1 frontmatter issues in: /Users/patricksmith/obsidian/acupcakeshop/content/strategy/team/project-plan/README.md
